"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Brummen";213;"Brummen";20726;"16-09-2020";"29-09-2020";27;130,3;0;0;0;0
"Brunssum";899;"Brunssum";27821;"16-09-2020";"29-09-2020";22;79,1;1;3,6;0;0
"Bunnik";312;"Bunnik";15191;"16-09-2020";"29-09-2020";20;131,7;0;0;0;0
"Bunschoten";313;"Bunschoten";21866;"16-09-2020";"29-09-2020";23;105,2;2;9,1;0;0
"Buren";214;"Buren";26749;"16-09-2020";"29-09-2020";16;59,8;0;0;0;0
"Capelle aan den IJssel";502;"Capelle aan den IJssel";67122;"16-09-2020";"29-09-2020";229;341,2;2;3;1;1,5
"Castricum";383;"Castricum";35986;"16-09-2020";"29-09-2020";39;108,4;1;2,8;0;0
"Coevorden";109;"Coevorden";35297;"16-09-2020";"29-09-2020";27;76,5;0;0;0;0
"Cranendonck";1706;"Cranendonck";21138;"16-09-2020";"29-09-2020";44;208,2;0;0;0;0
"Cuijk";1684;"Cuijk";25130;"16-09-2020";"29-09-2020";32;127,3;0;0;0;0
"Culemborg";216;"Culemborg";28955;"16-09-2020";"29-09-2020";71;245,2;2;6,9;0;0
"Dalfsen";148;"Dalfsen";28587;"16-09-2020";"29-09-2020";34;118,9;0;0;0;0
"Dantumadiel";1891;"Dantumadiel";18922;"16-09-2020";"29-09-2020";29;153,3;0;0;0;0
"De Bilt";310;"De Bilt";43137;"16-09-2020";"29-09-2020";66;153;0;0;0;0
"De Fryske Marren";1940;"De Fryske Marren";51564;"16-09-2020";"29-09-2020";70;135,8;1;1,9;0;0
"De Ronde Venen";736;"De Ronde Venen";44456;"16-09-2020";"29-09-2020";94;211,4;3;6,7;0;0
"De Wolden";1690;"De Wolden";24330;"16-09-2020";"29-09-2020";11;45,2;0;0;0;0
"Delft";503;"Delft";103595;"16-09-2020";"29-09-2020";379;365,8;3;2,9;0;0
"Delfzijl";10;"Delfzijl";24678;"16-09-2020";"29-09-2020";4;16,2;0;0;0;0
"Den Helder";400;"Den Helder";56296;"16-09-2020";"29-09-2020";32;56,8;0;0;0;0
"Deurne";762;"Deurne";32471;"16-09-2020";"29-09-2020";37;113,9;0;0;0;0
"Deventer";150;"Deventer";100719;"16-09-2020";"29-09-2020";127;126,1;1;1;0;0
"Diemen";384;"Diemen";30780;"16-09-2020";"29-09-2020";158;513,3;3;9,7;0;0
"Dinkelland";1774;"Dinkelland";26461;"16-09-2020";"29-09-2020";26;98,3;0;0;0;0
"Doesburg";221;"Doesburg";11077;"16-09-2020";"29-09-2020";8;72,2;0;0;0;0
"Doetinchem";222;"Doetinchem";58001;"16-09-2020";"29-09-2020";69;119;0;0;0;0
"Dongen";766;"Dongen";26222;"16-09-2020";"29-09-2020";22;83,9;1;3,8;0;0
"Dordrecht";505;"Dordrecht";119284;"16-09-2020";"29-09-2020";217;181,9;1;0,8;3;2,5
"Drechterland";498;"Drechterland";19719;"16-09-2020";"29-09-2020";21;106,5;0;0;0;0
"Drimmelen";1719;"Drimmelen";27272;"16-09-2020";"29-09-2020";33;121;0;0;0;0
"Dronten";303;"Dronten";41555;"16-09-2020";"29-09-2020";20;48,1;1;2,4;1;2,4
"Druten";225;"Druten";18926;"16-09-2020";"29-09-2020";22;116,2;0;0;0;0
"Duiven";226;"Duiven";25126;"16-09-2020";"29-09-2020";30;119,4;0;0;0;0
"Echt-Susteren";1711;"Echt-Susteren";31610;"16-09-2020";"29-09-2020";6;19;1;3,2;0;0
"Edam-Volendam";385;"Edam-Volendam";36197;"16-09-2020";"29-09-2020";103;284,6;3;8,3;0;0
"Ede";228;"Ede";117165;"16-09-2020";"29-09-2020";173;147,7;1;0,9;1;0,9
"Eemnes";317;"Eemnes";9247;"16-09-2020";"29-09-2020";10;108,1;1;10,8;0;0
"Eersel";770;"Eersel";19313;"16-09-2020";"29-09-2020";62;321;0;0;0;0
"Eijsden-Margraten";1903;"Eijsden-Margraten";25768;"16-09-2020";"29-09-2020";14;54,3;0;0;0;0
"Eindhoven";772;"Eindhoven";234394;"16-09-2020";"29-09-2020";444;189,4;8;3,4;2;0,9
"Elburg";230;"Elburg";23161;"16-09-2020";"29-09-2020";10;43,2;0;0;0;0
"Emmen";114;"Emmen";107048;"16-09-2020";"29-09-2020";242;226,1;3;2,8;1;0,9
"Enkhuizen";388;"Enkhuizen";18591;"16-09-2020";"29-09-2020";10;53,8;0;0;0;0
"Enschede";153;"Enschede";159640;"16-09-2020";"29-09-2020";136;85,2;1;0,6;0;0
"Epe";232;"Epe";33178;"16-09-2020";"29-09-2020";31;93,4;3;9;0;0
"Ermelo";233;"Ermelo";27008;"16-09-2020";"29-09-2020";28;103,7;0;0;0;0
"Etten-Leur";777;"Etten-Leur";43878;"16-09-2020";"29-09-2020";71;161,8;1;2,3;0;0
"Geertruidenberg";779;"Geertruidenberg";21544;"16-09-2020";"29-09-2020";22;102,1;0;0;0;0
"Geldrop-Mierlo";1771;"Geldrop-Mierlo";39726;"16-09-2020";"29-09-2020";43;108,2;1;2,5;0;0
"Gemert-Bakel";1652;"Gemert-Bakel";30723;"16-09-2020";"29-09-2020";20;65,1;0;0;0;0
"Gennep";907;"Gennep";16921;"16-09-2020";"29-09-2020";19;112,3;1;5,9;0;0
"Gilze en Rijen";784;"Gilze en Rijen";26431;"16-09-2020";"29-09-2020";24;90,8;1;3,8;0;0
"Goeree-Overflakkee";1924;"Goeree-Overflakkee";50049;"16-09-2020";"29-09-2020";105;209,8;2;4;1;2
"Goes";664;"Goes";38082;"16-09-2020";"29-09-2020";27;70,9;0;0;0;0
"Goirle";785;"Goirle";23904;"16-09-2020";"29-09-2020";49;205;0;0;1;4,2
"Gooise Meren";1942;"Gooise Meren";58055;"16-09-2020";"29-09-2020";121;208,4;1;1,7;7;12,1
"Gorinchem";512;"Gorinchem";37022;"16-09-2020";"29-09-2020";76;205,3;0;0;0;0
"Gouda";513;"Gouda";73427;"16-09-2020";"29-09-2020";195;265,6;3;4,1;0;0
"Grave";786;"Grave";12436;"16-09-2020";"29-09-2020";14;112,6;0;0;0;0
"'s-Gravenhage";518;"'s-Gravenhage";545838;"16-09-2020";"29-09-2020";2407;441;64;11,7;16;2,9
"Groningen";14;"Groningen";232874;"16-09-2020";"29-09-2020";791;339,7;1;0,4;0;0
"Gulpen-Wittem";1729;"Gulpen-Wittem";14171;"16-09-2020";"29-09-2020";16;112,9;1;7,1;0;0
"Haaksbergen";158;"Haaksbergen";24311;"16-09-2020";"29-09-2020";118;485,4;1;4,1;0;0
"Haaren";788;"Haaren";14370;"16-09-2020";"29-09-2020";11;76,5;1;7;0;0
"Haarlem";392;"Haarlem";162902;"16-09-2020";"29-09-2020";366;224,7;6;3,7;2;1,2
"Haarlemmermeer";394;"Haarlemmermeer";156002;"16-09-2020";"29-09-2020";386;247,4;3;1,9;2;1,3
"Halderberge";1655;"Halderberge";30284;"16-09-2020";"29-09-2020";47;155,2;1;3,3;1;3,3
"Hardenberg";160;"Hardenberg";60948;"16-09-2020";"29-09-2020";19;31,2;0;0;0;0
"Harderwijk";243;"Harderwijk";48414;"16-09-2020";"29-09-2020";68;140,5;1;2,1;0;0
"Hardinxveld-Giessendam";523;"Hardinxveld-Giessendam";18295;"16-09-2020";"29-09-2020";21;114,8;0;0;0;0
"Harlingen";72;"Harlingen";15722;"16-09-2020";"29-09-2020";6;38,2;0;0;0;0
"Hattem";244;"Hattem";12209;"16-09-2020";"29-09-2020";14;114,7;0;0;0;0
"Heemskerk";396;"Heemskerk";39182;"16-09-2020";"29-09-2020";49;125,1;1;2,6;0;0
"Heemstede";397;"Heemstede";27234;"16-09-2020";"29-09-2020";72;264,4;2;7,3;1;3,7
"Heerde";246;"Heerde";18589;"16-09-2020";"29-09-2020";33;177,5;0;0;0;0
"Heerenveen";74;"Heerenveen";50493;"16-09-2020";"29-09-2020";33;65,4;0;0;0;0
"Heerhugowaard";398;"Heerhugowaard";57587;"16-09-2020";"29-09-2020";69;119,8;0;0;0;0
"Heerlen";917;"Heerlen";87086;"16-09-2020";"29-09-2020";43;49,4;0;0;0;0
"Heeze-Leende";1658;"Heeze-Leende";16152;"16-09-2020";"29-09-2020";9;55,7;0;0;0;0
"Heiloo";399;"Heiloo";23968;"16-09-2020";"29-09-2020";17;70,9;1;4,2;0;0
"Hellendoorn";163;"Hellendoorn";35916;"16-09-2020";"29-09-2020";8;22,3;0;0;0;0
"Hellevoetsluis";530;"Hellevoetsluis";40142;"16-09-2020";"29-09-2020";113;281,5;2;5;1;2,5
"Helmond";794;"Helmond";92423;"16-09-2020";"29-09-2020";204;220,7;0;0;1;1,1
"Hendrik-Ido-Ambacht";531;"Hendrik-Ido-Ambacht";31202;"16-09-2020";"29-09-2020";96;307,7;1;3,2;0;0
"Hengelo";164;"Hengelo";81140;"16-09-2020";"29-09-2020";132;162,7;1;1,2;0;0
"'s-Hertogenbosch";796;"'s-Hertogenbosch";155111;"16-09-2020";"29-09-2020";252;162,5;4;2,6;0;0
"Het Hogeland";1966;"Het Hogeland";47801;"16-09-2020";"29-09-2020";60;125,5;0;0;0;0
"Heumen";252;"Heumen";16454;"16-09-2020";"29-09-2020";44;267,4;1;6,1;0;0
"Heusden";797;"Heusden";44692;"16-09-2020";"29-09-2020";55;123,1;0;0;2;4,5
"Hillegom";534;"Hillegom";22209;"16-09-2020";"29-09-2020";35;157,6;0;0;0;0
"Hilvarenbeek";798;"Hilvarenbeek";15518;"16-09-2020";"29-09-2020";35;225,5;1;6,4;1;6,4
"Hilversum";402;"Hilversum";90831;"16-09-2020";"29-09-2020";159;175,1;1;1,1;1;1,1
"Hoeksche Waard";1963;"Hoeksche Waard";87401;"16-09-2020";"29-09-2020";190;217,4;4;4,6;1;1,1
"Hof van Twente";1735;"Hof van Twente";35017;"16-09-2020";"29-09-2020";35;100;0;0;0;0
"Hollands Kroon";1911;"Hollands Kroon";48432;"16-09-2020";"29-09-2020";24;49,6;0;0;0;0
"Hoogeveen";118;"Hoogeveen";55699;"16-09-2020";"29-09-2020";36;64,6;0;0;0;0
"Hoorn";405;"Hoorn";73261;"16-09-2020";"29-09-2020";99;135,1;1;1,4;0;0
"Horst aan de Maas";1507;"Horst aan de Maas";42429;"16-09-2020";"29-09-2020";43;101,3;0;0;1;2,4
"Houten";321;"Houten";50146;"16-09-2020";"29-09-2020";76;151,6;1;2;0;0
"Huizen";406;"Huizen";41273;"16-09-2020";"29-09-2020";66;159,9;0;0;0;0
"Hulst";677;"Hulst";27556;"16-09-2020";"29-09-2020";18;65,3;0;0;0;0
"IJsselstein";353;"IJsselstein";34109;"16-09-2020";"29-09-2020";43;126,1;0;0;0;0
"Kaag en Braassem";1884;"Kaag en Braassem";27297;"16-09-2020";"29-09-2020";50;183,2;1;3,7;1;3,7
"Kampen";166;"Kampen";54319;"16-09-2020";"29-09-2020";36;66,3;1;1,8;1;1,8
"Kapelle";678;"Kapelle";12695;"16-09-2020";"29-09-2020";4;31,5;0;0;0;0
"Katwijk";537;"Katwijk";65753;"16-09-2020";"29-09-2020";99;150,6;1;1,5;0;0
"Kerkrade";928;"Kerkrade";45749;"16-09-2020";"29-09-2020";42;91,8;0;0;0;0
"Koggenland";1598;"Koggenland";22749;"16-09-2020";"29-09-2020";45;197,8;1;4,4;2;8,8
"Krimpen aan den IJssel";542;"Krimpen aan den IJssel";29526;"16-09-2020";"29-09-2020";90;304,8;3;10,2;0;0
"Krimpenerwaard";1931;"Krimpenerwaard";56319;"16-09-2020";"29-09-2020";160;284,1;1;1,8;1;1,8
"Laarbeek";1659;"Laarbeek";22523;"16-09-2020";"29-09-2020";22;97,7;0;0;0;0
"Landerd";1685;"Landerd";15730;"16-09-2020";"29-09-2020";24;152,6;2;12,7;0;0
"Landgraaf";882;"Landgraaf";37445;"16-09-2020";"29-09-2020";18;48,1;0;0;1;2,7
"Landsmeer";415;"Landsmeer";11491;"16-09-2020";"29-09-2020";31;269,8;0;0;0;0
"Langedijk";416;"Langedijk";28163;"16-09-2020";"29-09-2020";58;205,9;1;3,6;0;0
"Lansingerland";1621;"Lansingerland";62384;"16-09-2020";"29-09-2020";233;373,5;3;4,8;0;0
"Laren";417;"Laren";11280;"16-09-2020";"29-09-2020";33;292,6;0;0;0;0
"Leeuwarden";80;"Leeuwarden";124084;"16-09-2020";"29-09-2020";333;268,4;3;2,4;0;0
"Leiden";546;"Leiden";125099;"16-09-2020";"29-09-2020";486;388,5;4;3,2;1;0,8
"Leiderdorp";547;"Leiderdorp";27056;"16-09-2020";"29-09-2020";42;155,2;1;3,7;1;3,7
"Leidschendam-Voorburg";1916;"Leidschendam-Voorburg";76534;"16-09-2020";"29-09-2020";207;270,5;5;6,5;1;1,3
"Lelystad";995;"Lelystad";78598;"16-09-2020";"29-09-2020";130;165,4;3;3,8;0;0
"Leudal";1640;"Leudal";35879;"16-09-2020";"29-09-2020";12;33,4;0;0;0;0
"Leusden";327;"Leusden";30401;"16-09-2020";"29-09-2020";57;187,5;0;0;1;3,3
"Lingewaard";1705;"Lingewaard";46601;"16-09-2020";"29-09-2020";83;178,1;4;8,6;0;0
"Lisse";553;"Lisse";22955;"16-09-2020";"29-09-2020";19;82,8;0;0;0;0
"Lochem";262;"Lochem";33729;"16-09-2020";"29-09-2020";40;118,6;1;3;0;0
"Loon op Zand";809;"Loon op Zand";23408;"16-09-2020";"29-09-2020";34;145,2;3;12,8;2;8,5
"Lopik";331;"Lopik";14467;"16-09-2020";"29-09-2020";40;276,5;0;0;0;0
"Loppersum";24;"Loppersum";9537;"16-09-2020";"29-09-2020";10;104,9;0;0;0;0
"Losser";168;"Losser";22683;"16-09-2020";"29-09-2020";34;149,9;3;13,2;0;0
"Maasdriel";263;"Maasdriel";25030;"16-09-2020";"29-09-2020";25;99,9;0;0;0;0
"Maasgouw";1641;"Maasgouw";23965;"16-09-2020";"29-09-2020";16;66,8;0;0;0;0
"Maassluis";556;"Maassluis";33213;"16-09-2020";"29-09-2020";89;268;0;0;0;0
"Maastricht";935;"Maastricht";121575;"16-09-2020";"29-09-2020";122;100,3;3;2,5;0;0
"Medemblik";420;"Medemblik";45101;"16-09-2020";"29-09-2020";36;79,8;0;0;0;0
"Meerssen";938;"Meerssen";18828;"16-09-2020";"29-09-2020";14;74,4;0;0;0;0
"Meierijstad";1948;"Meierijstad";81194;"16-09-2020";"29-09-2020";114;140,4;0;0;0;0
"Meppel";119;"Meppel";33920;"16-09-2020";"29-09-2020";40;117,9;0;0;0;0
"Middelburg";687;"Middelburg";48822;"16-09-2020";"29-09-2020";35;71,7;2;4,1;1;2
"Midden-Delfland";1842;"Midden-Delfland";19341;"16-09-2020";"29-09-2020";45;232,7;1;5,2;0;0
"Midden-Drenthe";1731;"Midden-Drenthe";33185;"16-09-2020";"29-09-2020";29;87,4;0;0;0;0
"Midden-Groningen";1952;"Midden-Groningen";60797;"16-09-2020";"29-09-2020";41;67,4;0;0;0;0
"Mill en Sint Hubert";815;"Mill en Sint Hubert";10939;"16-09-2020";"29-09-2020";8;73,1;0;0;0;0
"Moerdijk";1709;"Moerdijk";37129;"16-09-2020";"29-09-2020";52;140,1;2;5,4;0;0
"Molenlanden";1978;"Molenlanden";43909;"16-09-2020";"29-09-2020";67;152,6;0;0;2;4,6
"Montferland";1955;"Montferland";36011;"16-09-2020";"29-09-2020";18;50;0;0;0;0
"Montfoort";335;"Montfoort";13917;"16-09-2020";"29-09-2020";18;129,3;1;7,2;0;0
"Mook en Middelaar";944;"Mook en Middelaar";7847;"16-09-2020";"29-09-2020";23;293,1;1;12,7;0;0
"Neder-Betuwe";1740;"Neder-Betuwe";24339;"16-09-2020";"29-09-2020";12;49,3;0;0;0;0
"Nederweert";946;"Nederweert";17019;"16-09-2020";"29-09-2020";13;76,4;0;0;0;0
"Nieuwegein";356;"Nieuwegein";63462;"16-09-2020";"29-09-2020";107;168,6;0;0;0;0
"Nieuwkoop";569;"Nieuwkoop";28811;"16-09-2020";"29-09-2020";41;142,3;0;0;0;0
"Nijkerk";267;"Nijkerk";43171;"16-09-2020";"29-09-2020";117;271;0;0;0;0
"Nijmegen";268;"Nijmegen";177659;"16-09-2020";"29-09-2020";642;361,4;7;3,9;1;0,6
"Nissewaard";1930;"Nissewaard";85219;"16-09-2020";"29-09-2020";185;217,1;6;7;4;4,7
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"16-09-2020";"29-09-2020";32;70,8;1;2,2;0;0
"Noord-Beveland";1695;"Noord-Beveland";7392;"16-09-2020";"29-09-2020";6;81,2;0;0;0;0
"Noordenveld";1699;"Noordenveld";31253;"16-09-2020";"29-09-2020";64;204,8;0;0;6;19,2
"Noordoostpolder";171;"Noordoostpolder";47291;"16-09-2020";"29-09-2020";26;55;3;6,3;0;0
"Noordwijk";575;"Noordwijk";43508;"16-09-2020";"29-09-2020";90;206,9;1;2,3;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"16-09-2020";"29-09-2020";47;201;0;0;0;0
"Nunspeet";302;"Nunspeet";27851;"16-09-2020";"29-09-2020";27;96,9;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"16-09-2020";"29-09-2020";48;193,2;1;4;0;0
"Oirschot";823;"Oirschot";18714;"16-09-2020";"29-09-2020";40;213,7;0;0;0;0
"Oisterwijk";824;"Oisterwijk";26245;"16-09-2020";"29-09-2020";33;125,7;1;3,8;1;3,8
"Oldambt";1895;"Oldambt";38209;"16-09-2020";"29-09-2020";40;104,7;0;0;1;2,6
"Oldebroek";269;"Oldebroek";23646;"16-09-2020";"29-09-2020";15;63,4;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"16-09-2020";"29-09-2020";64;201;2;6,3;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"16-09-2020";"29-09-2020";12;65,7;0;0;0;0
"Ommen";175;"Ommen";18009;"16-09-2020";"29-09-2020";27;149,9;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"16-09-2020";"29-09-2020";49;165,4;0;0;0;0
"Oosterhout";826;"Oosterhout";55982;"16-09-2020";"29-09-2020";68;121,5;1;1,8;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"16-09-2020";"29-09-2020";9;35,3;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"16-09-2020";"29-09-2020";23;236,3;2;20,5;0;0
"Opmeer";432;"Opmeer";11836;"16-09-2020";"29-09-2020";22;185,9;0;0;0;0
"Opsterland";86;"Opsterland";29733;"16-09-2020";"29-09-2020";19;63,9;0;0;0;0
"Oss";828;"Oss";91915;"16-09-2020";"29-09-2020";207;225,2;2;2,2;0;0
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"16-09-2020";"29-09-2020";32;81,2;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"16-09-2020";"29-09-2020";60;427,8;1;7,1;0;0
"Oudewater";589;"Oudewater";10230;"16-09-2020";"29-09-2020";17;166,2;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"16-09-2020";"29-09-2020";82;171,2;2;4,2;0;0
"Papendrecht";590;"Papendrecht";32136;"16-09-2020";"29-09-2020";47;146,3;1;3,1;0;0
"Peel en Maas";1894;"Peel en Maas";43425;"16-09-2020";"29-09-2020";21;48,4;0;0;0;0
"Pekela";765;"Pekela";12196;"16-09-2020";"29-09-2020";4;32,8;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"16-09-2020";"29-09-2020";165;298,3;2;3,6;1;1,8
"Purmerend";439;"Purmerend";81249;"16-09-2020";"29-09-2020";105;129,2;2;2,5;0;0
"Putten";273;"Putten";24112;"16-09-2020";"29-09-2020";30;124,4;0;0;0;0
"Raalte";177;"Raalte";37712;"16-09-2020";"29-09-2020";38;100,8;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"16-09-2020";"29-09-2020";11;48,4;1;4,4;0;0
"Renkum";274;"Renkum";31419;"16-09-2020";"29-09-2020";41;130,5;0;0;0;0
"Renswoude";339;"Renswoude";5444;"16-09-2020";"29-09-2020";4;73,5;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"16-09-2020";"29-09-2020";77;587,2;0;0;0;0
"Rheden";275;"Rheden";43761;"16-09-2020";"29-09-2020";36;82,3;0;0;0;0
"Rhenen";340;"Rhenen";20119;"16-09-2020";"29-09-2020";12;59,6;1;5;0;0
"Ridderkerk";597;"Ridderkerk";46189;"16-09-2020";"29-09-2020";122;264,1;3;6,5;0;0
"Rijssen-Holten";1742;"Rijssen-Holten";38177;"16-09-2020";"29-09-2020";33;86,4;0;0;0;0
"Rijswijk";603;"Rijswijk";54450;"16-09-2020";"29-09-2020";162;297,5;5;9,2;1;1,8
"Roerdalen";1669;"Roerdalen";20574;"16-09-2020";"29-09-2020";7;34;0;0;0;0
"Roermond";957;"Roermond";58260;"16-09-2020";"29-09-2020";51;87,5;1;1,7;0;0
"Roosendaal";1674;"Roosendaal";77251;"16-09-2020";"29-09-2020";136;176;5;6,5;1;1,3
"Rotterdam";599;"Rotterdam";651157;"16-09-2020";"29-09-2020";3182;488,7;47;7,2;14;2,2
"Rozendaal";277;"Rozendaal";1704;"16-09-2020";"29-09-2020";2;117,4;0;0;0;0
"Rucphen";840;"Rucphen";22878;"16-09-2020";"29-09-2020";41;179,2;0;0;0;0
"Schagen";441;"Schagen";46483;"16-09-2020";"29-09-2020";55;118,3;1;2,2;0;0
"Scherpenzeel";279;"Scherpenzeel";9880;"16-09-2020";"29-09-2020";9;91,1;0;0;0;0
"Schiedam";606;"Schiedam";78730;"16-09-2020";"29-09-2020";348;442;4;5,1;2;2,5
"Schiermonnikoog";88;"Schiermonnikoog";947;"16-09-2020";"29-09-2020";0;0;0;0;0;0
"Schouwen-Duiveland";1676;"Schouwen-Duiveland";33839;"16-09-2020";"29-09-2020";26;76,8;1;3;0;0
"Simpelveld";965;"Simpelveld";10555;"16-09-2020";"29-09-2020";4;37,9;0;0;0;0
